# KTU 1.3 I:1							
127340	ṣrrt	ṣrrt	ṣrr(t/t=	ṣrrt	n. f. pl. cstr. gen.	height(s)	the dictionary says it is plural
# KTU 1.3 I:22							
127341	ṣpn	ṣpn	ṣpn/	ṣpn	TN/DN sg. abs. gen.	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
127342	ymtmr	ymtmr	!y!&m]t](ʔmr[	/ʔ-m-r/	vb Gt prefc. 3 m. sg.	to be seen, appear	DULAT reads y[[m]]tmr (first m scribally erased): 'Baal looked at his daughters' — confirms the suspicion about the m.
127343	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.3 I:23							
127344	bnth	bnth	b&n(t/t=+h	bt (I)	n. f. pl. cstr. acc. + 3 m. sg. suff.	daughter	Object of ytmr; n is part of the root (Tania).
127345	yˤn	yʿn	!y!ˤn[	/ʕ-n/	vb G prefc. 3 m. sg.	to see, look (at), watch, spy	
127346	pdry	pdry	pdry/	pdry	DN f. sg. abs. acc.	Pidray	Object of yˤn: 'he looked at Pidray' (DULAT /ʕ-n/).
# KTU 1.3 I:24							
127347	bt	bt	b(t(I)/t	bt (I)	n. f. sg. cstr. acc.	daughter	no reference to n assimilated to t?
127348	ar	ar	ar/	ả/ỉr	n. m. sg. abs. gen.	light	
127349	apn	apn	apn(II)	ảpn (II)	adv. functor	and in addition	
127350	ṭly	ṭly	ṭly/	ṭly	DN f. sg. abs. acc.	Tallay	
# KTU 1.3 I:25							
127351	bt	bt 	b(t(I)/t	bt (I)	n. f. sg. cstr. acc.	daughter	
127352	rb	 rb	rb(b/	rb(b)	n. m. sg. cstr. gen.	drizzle	ṭly bt rb 'Tallay daughter of Drizzle' (rb(b), not rb 'chief').
127353	pdry	pdry	pdry/	pdry	DN f. sg. abs. nom.	Pidray	pdr<y> ydˤ 'did Pidray really know?' (DULAT); subject.
127354	idˤ	idʿ	(y&idˤ[	/y-d-ʕ/ (I)	vb G prefc. 1 c. sg.	1) to know	DULAT reads pdr{y} ydˤ [yd]ˤt 'did DN really know?'; adding y doesn't solve the problem (Tania).
# KTU 1.3 I:26							
127355	x	x 	x	?	?	?	
127356	x	x 	x	?	?	?	
127357	xht	xht	xht	?	?	?	
127358	im	im	im	ỉm	conj.	1) cond. conj. if	
127359	klt	klt	kl(t/t=	klt (I)	n. f. pl. abs. nom.	bride	im klt [kny]t 'if the perfect brides' (DULAT ỉm).
# KTU 1.3 I:27							
127360	knyt	knyt	kny(t/t=	knyt	adj. f. pl. abs. nom.	glorious	
127361	w	w	w	w	conj.	and	
127362	xxxxxx	xxxxxx	xxxxxx	?	?	?	
# KTU 1.3 I:28							
127363	xxxxxxxxxmkt	xxxxxxxxxmkt	xxxxxxxxxmkt	?	?	?	
# KTU 1.3 II:1							
127364	nxxxxxxxxxšxxx	nxxxxxxxxxšxxx	nxxxxxxxxxšxxx	?	?	?	
# KTU 1.3 II:2							
127365	kpr	kpr	kpr(II)/	kpr (II)	n. m. sg. cstr. nom.	henna (powder or dye)	
127366	šbˤ	šbʿ	šbˤ(I)/	šbʕ (I)	num.	1) numeral seven d) gen. syntagms	
127367	bnt	bnt	b&nt/	bt (I)	n. f. pl. cstr. gen.	daughter	
127368	rḥ	rḥ	rḥ(II)/	rḥ (II)	n. m. sg. cstr. gen.	aroma	
127369	gdm	gdm	gd(I)/m	gd (I)	n. m. pl. abs. gen.	coriander	coriander in plural ?
# KTU 1.3 II:3							
127370	w	w	w	w	conj.	and	
127371	anhbm	anhbm	anhb/m	ảnhb	n. m. pl. abs. gen.	ein Stein	rḥ gdm w anhbm 'the aroma of coriander and murex(?)' (DULAT ảnhb; UNP 'murex').
127372	klat	klat	kl(ʔ&a[t===	/k-l-ʔ/	vb G suffc. 3 f. sg.	to close	DULAT: 'she closed the doors of (her) house'.
127372	klat	klat	kl(ʔ&a[t===:pass	/k-l-ʔ/	vb Gpass suffc. 3 f. sg.	to close	Tania: ':pass — the doors are subject' ('the gates were closed').
127373	ṯġrt	ṯġrt	ṯġr(I)/t=	ṯġr (I)	n. f. pl. abs. acc.	gate	Object: 'she closed the doors' (plural, Tania).
# KTU 1.3 II:4							
127374	bht	bht	b&ht(II)/	bt (II)	n. m. pl. cstr. gen.	house	
127375	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. abs. gen.	ʿAnatu/Anat	
127376	w	w	w	w	conj.	and	
127377	tqry	tqry	!t!qry[	/q-r-y/	vb G prefc. 3 f. sg.	to meet, encounter, go to meet	
127378	ġlmm	ġlmm	ġlm/m	ġlm	n. m. pl. abs. acc.	1) boy	Object of tqry (DULAT: 'met the lads at the foot of the mountain').
# KTU 1.3 II:5							
127379	b	b	b	b	prep.	in	
127380	št	št	št(I)/	št (I)	n. m. sg. cstr. gen.	base	
127381	ġr	ġr	ġr(I)/	ġr (I)	n. m. sg. abs. gen.	mountain	
127382	w	w	w	w	conj.	and	
127383	hln	hln	hl~n	hln	deictic adv. functor	look!	
127384	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
127385	tm	tm	!t!m]t]ḫṣ[	/m-ḫ-ṣ/	vb Gt prefc. 3 f. sg.	to wound, beat, crush, kill	MERGE WITH THE NEXT: tm+tḫṣ = tmtḫṣ 'she fights'.
# KTU 1.3 II:6							
127386	tḫṣ	tḫṣ	!t!m]t]ḫṣ[	/m-ḫ-ṣ/	vb Gt prefc. 3 f. sg.	to wound, beat, crush, kill	MERGE WITH THE PREVIOUS.
127387	b	b	b	b	prep.	1) spatial location a) place in which something occurs	
127388	ˤmq	ʿmq	ˤmq(I)/	ʕmq (I)	n. m. sg. abs. gen.	1) valley a) w hln tmtḫṣ b ʕmq and then DN fought in the valley	
127389	tḫtṣb	tḫtṣb	!t!ḫ]t]ṣb[	/ḫ-ṣ-b/	vb Gt prefc. 3 f. sg.	to fight	tḫtṣb 'she does battle'.
127390	bnx	bnx	bn(II)	bn (II)	prep.	between, among	bnx: bn + broken sign (Tania bn+x).
# KTU 1.3 II:7							
127391	qrytm	qrytm	qry(t/tm	qryt	n. f. du. abs. gen.	city	dual of qryt (Tania); DULAT: 'between the (two) cities'.
127392	tmḫṣ	tmḫṣ	!t!mḫṣ[	/m-ḫ-ṣ/	vb G prefc. 3 f. sg.	to wound, beat, crush, kill	
127393	lim	lim	lim(I)/	lỉm (I)	n. m. sg. cstr. acc.	people	Object: 'she crushed the people of the seashore' (DULAT).
127394	ḫp	ḫp	ḫp(I)/	ḫp (I)	n. m. sg. cstr. gen.	shore	
127395	ym	ym	ym(II)/	ym (II)	n. m. sg. abs. gen.	1) sea	
# KTU 1.3 II:8							
127396	tṣmt	tṣmt	!t!ṣmt[:d	/ṣ-m-t/	vb D prefc. 3 f. sg.	to destroy, wipe out, defeat	line 8
127397	adm	adm	adm(I)/	ảdm (I)	n. m. sg. abs. acc.	2) man	Object of tṣmt; people parallel to lim.
127398	ṣat	ṣat	!!(yṣ(ʔ&a[(t/t	/y-ṣ-ʔ/	vb G inf.	to go out	infinitive with a feminine ending (Tania); adm ṣat špš 'the people of the rising of the sun'.
127398	ṣat	ṣat	ṣ(ʔ&a(t/t	ṣảt	n. f. sg. cstr. gen.	issue	DULAT cites the noun ṣảt here: 'said of the sun, east, rising sun'.
127399	špš	špš	špš/	špš	n. f. sg. abs. nom.	1) sun	
# KTU 1.3 II:9							
127400	tḥth	tḥth	tḥt(I)/+h=	tḥt (I)	prep.	2) at the feet of	is = here the sign of
127401	k	k	k	k (I)	prep.	like	
127402	kdrt	kdrt	kdr(t/t	kdrt	n. f. pl. cstr. gen.	ball	
127403	riš	riš	riš/	rỉš (I)	n. m. sg. abs. nom.	1) head	Subject: 'like balls (rolled) the heads' (DULAT).
# KTU 1.3 II:10							
127404	ˤlh	ʿlh	ˤl(I)/+h=	ʕl (I)	prep.	1) spatial location or pre-eminence a) upon	
127405	k	k	k	k (I)	prep.	like	
127406	irbym	irbym	irby/m	ỉrby	n. m. pl. cstr. gen.	locust	
127407	kp	kp	kp/	kp	n. f. sg. abs. nom.	1) palm (of hand)	Subject: 'above her like locusts (flew) palms'.
127408	k	k	k	k (I)	prep.	like	
127409	qṣm	qṣm	qṣm/	qṣm	n. m. sg. cstr. gen.	grasshopper(s)	
# KTU 1.3 II:11							
127410	ġrmn	ġrmn	ġrm/~n	ġrm	n. m. sg. abs. gen. + encl. -n	heap	k qṣm ġrmn 'like grasshoppers in a swarm' (DULAT ġrm + -n).
127411	kp	kp	kp/	kp	n. f. sg. cstr. nom.	palm (of the hand)	
127412	mhr	mhr	mhr(I)/	mhr (I)	n. m. sg. abs. gen.	1) warrior (trained, expert)	kp mhr 'the palms of the warriors' (DULAT).
127413	ˤtkt	ʿtkt	ˤtk[t	/ʕ-t-k/	vb G suffc. 3 f. sg.	to tie, fasten, bind	
# KTU 1.3 II:12							
127414	rišt	rišt	riš(I)/t=	rỉš (I)	n. m. pl. abs. acc.	1) head	Object of ˤtkt: 'she fastened heads to her back' (DULAT).
127415	l	l	l	l (I)	prep.	to	
127416	bmth	bmth	bmt/+h=	bmt	n. f. sg. cstr. gen.	1) back	
127417	šnst	šnst	šns[t:d	/š-n-s/	vb D suffc. 3 f. sg.	to gird (oneself)	
127418	kx	kx	kx	?	?	?	?
# KTU 1.3 II:13							
127419	kpt	kpt	kp/t=	kp	n. f. pl. abs. acc.	1) palm (of hand)	Object of šnst: 'she girded palms at her waist' (DULAT).
127420	b	b	b	b	prep.	1) spatial location a) place in which something occurs	
127421	ḥbšh	ḥbšh	ḥbš/+h=	ḥbš (I)	n. m. cstr. gen.	2) waist	
127422	brkm	brkm	brk/m	brk	n. f. du. abs. acc.	knee	noun in dual (Tania); object of tġll.
127423	tġll	tġll	!t!ġll[:d	/ġ-l-l/	vb G prefc. 3 f. sg.	to insert	probably L (Tania); DULAT /ġ-l-l/ 'she plunged'; :d = geminate marker.
# KTU 1.3 II:14							
127424	b	b	b	b	prep.	1) spatial location c) goal of movement or action	
127425	dm	dm	dm(II)/	dm (II)	n. m. sg. cstr. gen.	blood	
127426	ḏmr	ḏmr	ḏmr/	ḏmr (I)	n. m. sg. abs. gen.	guardian, warrior	dm ḏmr 'the blood of the warriors' (collective).
127427	ḥlqm	ḥlqm	ḥlq/m	ḥlq	n. m. du. abs. acc.	part	plural or dual (Tania); object of tġll.
127428	b	b	b	b	prep.	1) spatial location c) goal of movement or action	
127429	mmˤ	mmʿ	mmˤ/	mmʕ	n. m. sg. cstr. gen.	gore	
# KTU 1.3 II:15							
127430	mhrm	mhrm	mhr(I)/m	mhr (I)	n. m. pl. cstr. gen.	1) warrior (trained, expert)	
127431	mṭm	mṭm	mṭ/~m	mṭ	n. m. sg. abs. acc. + encl. -m	rod, staff, riding crop	Instrumental: 'with (her) riding crop she drove out' (DULAT).
127432	tgrš	tgrš	!t!grš[:d	/g-r-š/	vb D prefc. 3 f. sg.	to eject, drive out, evict, cast out	
# KTU 1.3 II:16							
127433	šbm	šbm	šb/m	šb	n. m. pl. abs. acc.	old man	Object of tgrš (DULAT šb 'old men').
127434	b	b	b	b	prep.	in	
127435	ksl	ksl	ksl/	ksl	n. f. sg. cstr. gen.	2) tendon > sinew	EUPT genders m.
127436	qšth	qšth	qš(t/t+h	qšt	n. m. cstr. gen.	1) bow c) in lit. texts	technically t is a feminine noun
127437	mdnt	mdnt	mdn(t/t=	mdnt	n. f. pl. abs. acc.	city, town, townsfolk	cities (Tania); object: 'evicted the townsfolk' (DULAT).
# KTU 1.3 II:17							
127438	w	w	w	w	conj.	and	
127439	hln	hln	hl~n	hln	deictic adv. functor	look!	
127440	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
127441	l	l	l	l (I)	prep.	to	
127442	bth	bth	bt(II)/+h=	bt (II)	n. m. sg. cstr. gen.	house	
127443	tmġyn	tmġyn	!t!mġy[~n	/m-ġ-y/	vb G prefc. 3 f. sg.	to come, arrive	can only be energic (Tania).
# KTU 1.3 II:18							
127444	tštql	tštql	!t!]š]]t]ql[	/q-l/	vb Št prefc. 3 f. sg.	to fall (down)	
127445	ilt	ilt	il(t(I)/t	ỉlt (I)	n. f. sg. abs. nom.	1) goddess a) as a category/class	
127446	l	l	l	l (I)	prep.	to	
127447	hklh	hklh	hkl/+h=	hkl	n. m. cstr. gen.	palace	
# KTU 1.3 II:19							
127448	w	w	w	w	conj.	and	
127449	l	l	l(II)	l (II)	adv.	no	
127450	šbˤt	šbʿt	šbˤ(II)[t	/š-b-ʕ/ (II)	vb G suffc. 3 f. sg.	to be sated, glutted	w l šbˤt 'and until she is sated'.
127451	tmtḫṣh	tmtḫṣh	!!tm]t]ḫṣ[/+h=	tmtḫṣ	n. m. sg. cstr. gen. + 3 f. sg. suff.	fight	this is infinite Gt or verbal noun, the first t is a nominal prefix (Tania); DULAT cites the noun tmtḫṣ: 'not sated by her fight'.
127452	b	b	b	b	prep.	in	
127453	ˤmq	ʿmq	ˤmq(I)/	ʕmq (I)	n. m. sg. cstr. gen.	valley	
# KTU 1.3 II:20							
127454	tḫtṣb	tḫtṣb	!!tḫ]t]ṣb[/	tḫtṣb	n. m. sg. abs. gen.	battle	infinite Gt or verbal noun, the first t is a nominal prefix
127455	bn	bn	bn(II)	bn (II)	prep.	between, among	
127456	qrtm	qrtm	qrt(I)/m	qrt (I)	n. f. du. abs. gen.	1) city	dual (Tania); 'between the two cities'.
127457	tṯˤr	tṯʿr	!t!ṯˤr[	/ṯ-ʕ-r/	vb G prefc. 3 f. sg.	to prepare (the table)	DULAT: 'she arranged chairs like warriors'.
# KTU 1.3 II:21							
127458	ksat	ksat	ks(u&a/t=	ks/śủ	n. f. pl. abs. acc.	seat	Object of tṯˤr.
127459	l	l	l	l (I)	prep.	to	
127460	mhr	mhr	mhr(I)/	mhr (I)	n. m. sg. abs. gen.	1) warrior (trained, expert)	
127461	ṯˤr	ṯʿr	!!ṯˤr[/	/ṯ-ʕ-r/	vb G inf.	to prepare (the table)	or infinitive or a mistake for !t!ṯˤr[
127462	ṯlḥnt	ṯlḥnt	ṯlḥn/t=	ṯlḥn	n. m. pl. abs. acc.	table	plural (Tania); 'prepared tables as (if they were) soldiers' (DULAT).
# KTU 1.3 II:22							
127463	l	l	l	l (I)	prep.	to	
127464	ṣbim	ṣbim	ṣb(u&i/m	ṣbủ (I)	n. m. pl. abs. gen.	1) army	
127465	hdmm	hdmm	hdm/m	hdm	n. m. pl. abs. acc.	footstool	plural (Tania).
127466	l	l	l	l (I)	prep.	to	
127467	ġzrm	ġzrm	ġzr/m	ġzr	n. m. pl. abs. gen.	3) champion	
# KTU 1.3 II:23							
127468	mid	mid	mid/	mỉ/ủd	n. m. sg. abs. acc.	2) abundantly	Adverbial 'very much' (DULAT: 'she fought very much').
127469	tmtḫṣn	tmtḫṣn	!t!m]t]ḫṣ[~n	/m-ḫ-ṣ/	vb Gt prefc. 3 f. sg.	to fight	suffix n energic
127470	w	w	w	w	conj.	and	
127471	tˤn	tʿn	!t!ˤn[	/ʕ-n/	vb G prefc. 3 f. sg.	to see, look (at), watch, spy	DULAT: 'she fought very much and watched (it)'.
# KTU 1.3 II:24							
127472	tḫtṣb	tḫtṣb	!t!ḫ]t]ṣb[	/ḫ-ṣ-b/	vb Gt prefc. 3 f. sg.	to fight	tḫtṣb 'she does battle'.
127473	w	w	w	w	conj.	and	
127474	tḥdy	tḥdy	!t!ḥdy[	/ḥ-d-y/	vb G prefc. 3 f. sg.	to see, look, observe	
127475	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
# KTU 1.3 II:25							
127476	tdġdd	tdġdd	!t!&dġdd[:d	/ġ-d-d/	vb D prefc. 3 f. sg.	to swell	typo remove first d
127477	kbdh	kbdh	kbd(I)/+h=	kbd (I)	n. f. sg. cstr. nom. + 3 f. sg. suff.	2) innards	DULAT: 'her liver swelled with laughter'.
127478	b	b	b	b	prep.	3) relationship of cause or reason	
127479	ṣḥq	ṣḥq	ṣḥq/	ṣḥq	n. m. sg. abs. gen.	laughter	
127479	ṣḥq	ṣḥq	!!ṣḥq[/	/ṣ-ḥ-q/	vb G inf.	laughter	EUPT: G inf. 'laughing'.
127480	ymlu	ymlu	!y!ml(ʔ[&u	/m-l-ʔ/	vb G prefc. 3 m. sg.	to be full	the final vowel is a tense ending
# KTU 1.3 II:26							
127481	lbh	lbh	lb/+h=	lb	n. m. sg. cstr. nom. + 3 f. sg. suff.	heart	
127482	b	b	b	b	prep.	in	
127483	šmḫt	šmḫt	šmḫ(t/t	šmḫt	n. f. sg. cstr. gen.	joy	
127484	kbd	kbd	kbd(I)/	kbd (I)	n. f. sg. cstr. nom.	liver	Subject: 'filled was the liver of Anat with triumph' (DULAT).
127485	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. cstr. gen.	ʿAnatu/Anat	
# KTU 1.3 II:27							
127486	tšyt	tšyt	tšy(t/t	tšyt	n. f. sg. abs. gen.	triumph	
127487	k	k	k	k (III)	Subordinating or completive functor	when	
127488	brkm	brkm	brk/m	brk	n. f. du. abs. acc.	knee	k (III) 'for she plunged (her) knees in the blood' (DULAT); object of tġll.
127489	tġll	tġll	!t!ġll[:d	/ġ-l-l/	vb G prefc. 3 f. sg.	to insert, plunge	probably L (Tania); :d = geminate marker.
